,student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,Age_Group
185,S1185,0.5714285714285716,Female,1.3,3.8,3.6,Yes,80.6,6.7,Fair,5,Bachelor,Good,5,No,0.19241192411924118,"(20, 25]"
186,S1186,0.1428571428571428,Female,0.0,1.9,1.5,No,82.4,5.6,Fair,3,Bachelor,Average,8,No,0.3929539295392955,"(15, 20]"
187,S1187,0.8571428571428572,Male,4.9,1.5,3.5,No,84.3,6.8,Fair,0,Bachelor,Average,4,No,0.6449864498644986,"(20, 25]"
188,S1188,0.8571428571428572,Female,1.4,3.3,2.5,No,91.9,8.3,Fair,3,High School,Poor,4,Yes,0.27506775067750683,"(20, 25]"
189,S1189,0.7142857142857144,Male,3.2,2.0,1.6,No,78.2,5.6,Fair,2,High School,Average,7,Yes,0.46476964769647705,"(20, 25]"
190,S1190,0.8571428571428572,Male,1.7,3.8,1.2,No,82.3,7.9,Poor,6,Master,Good,5,No,0.3956639566395664,"(20, 25]"
191,S1191,0.2857142857142856,Male,0.8,3.2,1.4,No,84.9,8.3,Good,1,Master,Average,6,No,0.2560975609756098,"(15, 20]"
192,S1192,0.0,Female,4.3,3.3,2.3,No,86.5,5.5,Poor,4,Master,Good,6,No,0.5853658536585367,"(15, 20]"
193,S1193,0.8571428571428572,Male,4.6,0.9,1.9,No,86.0,4.8,Good,4,Master,Good,6,No,0.7466124661246611,"(20, 25]"
194,S1194,0.8571428571428572,Male,2.6,4.0,1.1,No,89.4,6.9,Good,0,High School,Good,10,No,0.5474254742547426,"(20, 25]"
195,S1195,0.1428571428571428,Female,0.0,2.8,1.6,No,93.4,5.8,Fair,0,Bachelor,Good,5,No,0.006775067750677544,"(15, 20]"
196,S1196,0.1428571428571428,Male,2.7,2.1,1.9,No,88.9,8.7,Good,4,High School,Poor,5,No,0.518970189701897,"(15, 20]"
197,S1197,0.4285714285714284,Female,4.1,2.7,0.0,No,89.5,6.5,Fair,0,Master,Average,9,Yes,0.8252032520325203,"(15, 20]"
198,S1198,0.5714285714285716,Male,1.3,0.4,2.3,Yes,69.2,5.5,Good,1,High School,Good,8,Yes,0.21680216802168034,"(20, 25]"
199,S1199,0.2857142857142856,Female,3.8,3.0,0.7,No,85.5,5.1,Fair,2,Bachelor,Good,4,No,0.4796747967479676,"(15, 20]"
200,S1200,0.8571428571428572,Female,3.5,1.3,0.5,No,89.8,7.8,Fair,2,Bachelor,Good,7,No,0.7547425474254743,"(20, 25]"
201,S1201,1.0,Male,4.4,0.9,0.0,No,92.3,5.8,Fair,3,High School,Good,8,No,0.9525745257452576,"(20, 25]"
202,S1202,0.8571428571428572,Male,3.7,0.7,0.0,No,78.1,6.6,Fair,1,,Average,9,No,0.7981029810298101,"(20, 25]"
203,S1203,0.0,Male,2.0,3.8,0.3,No,78.4,7.6,Fair,6,Master,Poor,5,No,0.437669376693767,"(15, 20]"
204,S1204,0.4285714285714284,Male,5.3,1.7,1.0,No,79.3,5.9,Fair,0,Bachelor,Good,3,Yes,0.7073170731707319,"(15, 20]"
205,S1205,0.5714285714285716,Other,3.3,4.3,3.9,No,90.4,6.4,Fair,0,High School,Good,4,No,0.40921409214092147,"(20, 25]"
206,S1206,1.0,Male,3.5,1.9,1.2,No,95.3,6.5,Poor,6,Bachelor,Average,10,Yes,0.8997289972899729,"(20, 25]"
207,S1207,0.4285714285714284,Female,2.1,0.5,2.0,No,80.9,7.3,Poor,3,Bachelor,Good,6,Yes,0.489159891598916,"(15, 20]"
208,S1208,0.7142857142857144,Male,2.8,1.2,2.2,Yes,94.1,7.2,Fair,3,High School,Average,10,No,0.6720867208672086,"(20, 25]"
209,S1209,0.5714285714285716,Female,2.2,4.0,1.9,No,86.2,6.2,Poor,0,High School,Average,5,Yes,0.2831978319783199,"(20, 25]"
210,S1210,0.8571428571428572,Female,3.2,2.3,1.7,Yes,83.8,6.6,Poor,0,Master,Good,9,No,0.5433604336043361,"(20, 25]"
211,S1211,0.8571428571428572,Female,6.1,1.8,0.5,No,82.9,6.1,Good,6,Bachelor,Good,3,Yes,0.9769647696476964,"(20, 25]"
212,S1212,0.5714285714285716,Male,1.4,2.7,3.4,No,92.5,4.7,Poor,1,Bachelor,Average,2,Yes,0.04742547425474258,"(20, 25]"
213,S1213,0.8571428571428572,Male,1.1,3.1,3.8,No,88.3,6.8,Good,6,Bachelor,Poor,6,No,0.26151761517615185,"(20, 25]"
214,S1214,0.2857142857142856,Male,5.7,3.8,0.0,No,100.0,8.8,Fair,3,,Average,7,No,1.0,"(15, 20]"
215,S1215,0.5714285714285716,Female,3.2,4.2,0.7,No,76.5,5.4,Good,6,High School,Good,5,Yes,0.5596205962059622,"(20, 25]"
216,S1216,0.4285714285714284,Female,2.5,2.1,1.5,No,90.2,5.6,Fair,6,High School,Average,1,Yes,0.46205962059620603,"(15, 20]"
217,S1217,0.5714285714285716,Other,5.1,0.9,0.7,No,79.7,5.5,Fair,6,High School,Good,3,No,0.8238482384823849,"(20, 25]"
218,S1218,1.0,Male,2.6,2.0,2.4,No,76.3,7.4,Fair,1,Bachelor,Good,3,No,0.3021680216802169,"(20, 25]"
219,S1219,0.8571428571428572,Female,6.2,2.8,1.0,No,84.9,7.0,Fair,5,Master,Good,4,No,1.0,"(20, 25]"
220,S1220,0.2857142857142856,Female,4.5,1.3,4.2,No,86.4,6.3,Fair,0,High School,Average,10,No,0.7574525745257452,"(15, 20]"
221,S1221,0.2857142857142856,Male,2.8,1.4,3.1,No,100.0,5.4,Poor,4,High School,Good,6,Yes,0.5081300813008132,"(15, 20]"
222,S1222,0.7142857142857144,Male,6.7,2.9,2.0,No,83.2,6.6,Good,6,Bachelor,Average,5,No,1.0,"(20, 25]"
223,S1223,0.4285714285714284,Female,2.6,2.4,2.9,No,73.7,4.6,Fair,4,Master,Average,1,No,0.21273712737127376,"(15, 20]"
224,S1224,0.1428571428571428,Female,4.6,2.5,3.0,No,87.7,6.7,Fair,5,Bachelor,Poor,6,No,0.6300813008130082,"(15, 20]"
225,S1225,0.1428571428571428,Female,3.9,1.6,1.2,No,64.3,7.5,Good,0,Master,Average,9,Yes,0.6517615176151761,"(15, 20]"
226,S1226,0.5714285714285716,Male,5.5,2.2,0.9,Yes,84.1,5.0,Fair,3,Bachelor,Good,1,No,0.8468834688346885,"(20, 25]"
227,S1227,0.7142857142857144,Female,5.8,1.4,1.9,No,85.2,4.7,Good,4,Bachelor,Average,8,Yes,0.9539295392953928,"(20, 25]"
228,S1228,0.0,Male,3.5,3.6,2.7,No,92.9,8.4,Fair,3,High School,Average,8,Yes,0.6287262872628727,"(15, 20]"
229,S1229,0.5714285714285716,Male,2.4,3.7,2.0,No,94.7,5.8,Good,4,High School,Good,3,Yes,0.35501355013550134,"(20, 25]"
230,S1230,0.7142857142857144,Male,4.2,0.3,0.1,No,80.0,7.9,Poor,3,High School,Poor,9,Yes,1.0,"(20, 25]"
231,S1231,0.4285714285714284,Female,2.5,1.4,0.9,No,83.5,6.3,Good,6,Bachelor,Good,8,No,0.6355013550135502,"(15, 20]"
232,S1232,0.4285714285714284,Female,6.5,0.7,1.7,No,77.3,6.3,Good,4,Master,Average,3,No,1.0,"(15, 20]"
233,S1233,0.4285714285714284,Female,3.7,1.7,1.7,No,73.7,7.0,Fair,3,Master,Poor,10,Yes,0.7398373983739837,"(15, 20]"
234,S1234,0.4285714285714284,Male,3.0,2.4,4.0,No,88.1,5.4,Poor,5,High School,Good,5,No,0.49728997289972904,"(15, 20]"
235,S1235,0.4285714285714284,Female,3.8,0.8,0.3,No,72.3,6.7,Fair,1,High School,Poor,3,No,0.6138211382113823,"(15, 20]"
236,S1236,0.7142857142857144,Male,1.5,1.4,2.4,No,80.9,6.0,Good,3,High School,Good,5,No,0.27100271002710036,"(20, 25]"
237,S1237,0.7142857142857144,Female,2.0,1.3,3.4,Yes,75.0,4.9,Fair,1,High School,Average,9,No,0.37398373983739835,"(20, 25]"
238,S1238,0.2857142857142856,Male,5.3,2.7,4.3,No,90.5,6.9,Fair,1,Bachelor,Poor,4,Yes,0.6504065040650406,"(15, 20]"
239,S1239,1.0,Male,2.5,2.6,1.4,No,100.0,6.2,Poor,0,Master,Poor,6,No,0.3563685636856369,"(20, 25]"
240,S1240,0.1428571428571428,Male,1.9,1.6,2.3,No,72.0,6.3,Fair,6,Master,Poor,3,No,0.33875338753387546,"(15, 20]"
241,S1241,0.8571428571428572,Male,4.3,2.7,2.4,Yes,66.5,5.0,Fair,5,Bachelor,Poor,3,No,0.4661246612466125,"(20, 25]"
242,S1242,0.4285714285714284,Female,5.3,1.8,2.0,No,83.8,8.4,Good,1,Bachelor,Good,5,No,0.8848238482384825,"(15, 20]"
243,S1243,0.0,Female,4.6,2.2,1.7,No,85.2,7.6,Fair,2,Bachelor,Average,8,No,0.8279132791327912,"(15, 20]"
244,S1244,0.8571428571428572,Male,5.0,4.5,2.3,No,87.2,7.7,Good,6,High School,Average,8,No,0.97289972899729,"(20, 25]"
245,S1245,0.7142857142857144,Female,2.4,4.1,0.0,No,80.5,6.1,Fair,1,Bachelor,Average,3,Yes,0.29403794037940384,"(20, 25]"
246,S1246,0.0,Male,1.4,0.9,2.6,Yes,83.0,4.4,Poor,3,Bachelor,Good,8,No,0.33604336043360444,"(15, 20]"
247,S1247,0.0,Female,5.8,3.5,1.9,No,88.7,8.8,Fair,1,Bachelor,Good,8,Yes,0.8644986449864498,"(15, 20]"
248,S1248,0.0,Female,3.0,3.5,1.6,No,95.4,6.4,Fair,3,High School,Good,3,No,0.37804878048780494,"(15, 20]"
249,S1249,0.2857142857142856,Female,3.1,1.1,4.1,No,65.4,5.6,Good,3,High School,Good,10,Yes,0.43631436314363153,"(15, 20]"
250,S1250,0.7142857142857144,Male,5.5,3.5,1.1,Yes,81.3,7.0,Good,2,High School,Average,10,No,1.0,"(20, 25]"
251,S1251,0.0,Female,4.3,4.3,1.4,No,87.1,7.9,Fair,1,Master,Average,2,No,0.5284552845528456,"(15, 20]"
252,S1252,0.4285714285714284,Female,4.2,1.2,4.0,No,75.8,6.5,Fair,1,High School,Good,10,No,0.8008130081300813,"(15, 20]"
253,S1253,0.5714285714285716,Male,6.7,1.4,0.9,No,100.0,8.0,Fair,4,Bachelor,Good,2,No,0.915989159891599,"(20, 25]"
254,S1254,0.0,Male,2.5,3.7,1.2,Yes,78.6,7.8,Good,6,Bachelor,Average,9,No,0.7127371273712737,"(15, 20]"
255,S1255,0.2857142857142856,Female,4.9,2.8,1.6,No,84.6,5.2,Good,4,High School,Average,7,No,0.7967479674796749,"(15, 20]"
256,S1256,0.8571428571428572,Female,3.6,3.2,2.7,No,90.6,5.7,Good,0,Bachelor,Good,6,No,0.518970189701897,"(20, 25]"
257,S1257,0.7142857142857144,Female,3.9,2.9,2.0,No,79.1,7.6,Fair,3,Master,Good,7,No,0.6070460704607046,"(20, 25]"
258,S1258,1.0,Female,5.8,3.0,0.4,No,66.5,3.2,Fair,2,High School,Average,8,No,0.8753387533875339,"(20, 25]"
259,S1259,0.2857142857142856,Female,4.3,0.9,1.2,No,80.7,6.3,Fair,4,Master,Good,1,No,0.6287262872628727,"(15, 20]"
260,S1260,0.0,Male,4.3,3.8,1.1,No,95.3,4.8,Fair,1,High School,Average,8,No,0.6056910569105693,"(15, 20]"
261,S1261,0.7142857142857144,Male,5.1,3.9,1.7,Yes,81.6,5.9,Fair,0,,Poor,3,Yes,0.52710027100271,"(20, 25]"
262,S1262,0.5714285714285716,Male,3.0,2.2,2.3,No,76.5,6.1,Poor,2,Master,Average,3,No,0.31029810298102983,"(20, 25]"
263,S1263,0.0,Female,2.2,2.4,2.3,Yes,94.3,6.1,Poor,5,Bachelor,Average,6,No,0.49457994579945813,"(15, 20]"
264,S1264,0.2857142857142856,Male,1.9,0.7,0.0,No,81.7,5.8,Good,1,Master,Poor,4,No,0.34281842818428193,"(15, 20]"
266,S1266,0.4285714285714284,Female,6.6,3.2,2.1,No,86.5,9.3,Fair,5,Master,Average,4,Yes,1.0,"(15, 20]"
267,S1267,1.0,Female,1.8,2.4,3.3,Yes,92.7,8.7,Fair,3,Bachelor,Good,10,No,0.36720867208672087,"(20, 25]"
268,S1268,0.8571428571428572,Male,3.2,3.8,2.3,No,100.0,5.1,Fair,3,Bachelor,Poor,9,No,0.6761517615176151,"(20, 25]"
269,S1269,0.2857142857142856,Female,3.1,2.1,3.0,No,93.3,8.4,Good,4,Bachelor,Average,8,No,0.8048780487804879,"(15, 20]"
270,S1270,0.7142857142857144,Male,4.0,3.2,2.3,Yes,96.6,6.0,Good,4,High School,Good,3,Yes,0.4986449864498646,"(20, 25]"
271,S1271,1.0,Female,4.7,1.3,3.3,Yes,79.9,6.7,Good,1,Master,Good,1,No,0.6422764227642277,"(20, 25]"
272,S1272,1.0,Male,4.8,2.5,2.4,Yes,74.7,6.4,Good,6,High School,Good,1,No,0.6775067750677508,"(20, 25]"
273,S1273,1.0,Male,2.6,2.3,1.7,No,85.6,5.7,Fair,1,Bachelor,Good,1,Yes,0.26151761517615185,"(20, 25]"
274,S1274,0.0,Female,3.2,2.8,4.3,No,86.1,7.7,Fair,4,High School,Average,4,Yes,0.43902439024390255,"(15, 20]"
275,S1275,0.4285714285714284,Male,3.9,2.1,2.8,No,74.2,6.7,Fair,5,Bachelor,Average,6,No,0.6991869918699187,"(15, 20]"
276,S1276,0.0,Male,3.1,2.3,2.4,Yes,83.2,5.9,Fair,4,High School,Good,4,Yes,0.478319783197832,"(15, 20]"
277,S1277,0.7142857142857144,Female,5.9,3.5,0.4,No,89.0,4.9,Good,1,,Good,3,No,0.6124661246612468,"(20, 25]"
278,S1278,0.0,Female,4.2,2.0,0.4,No,88.6,5.4,Fair,2,Master,Good,8,Yes,0.9173441734417345,"(15, 20]"
279,S1279,0.1428571428571428,Female,4.6,0.6,2.1,No,90.0,4.5,Poor,1,High School,Good,8,No,0.8089430894308944,"(15, 20]"
280,S1280,0.4285714285714284,Female,4.5,4.6,2.0,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,0.6449864498644986,"(15, 20]"
281,S1281,0.4285714285714284,Female,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,0.7737127371273713,"(15, 20]"
282,S1282,0.7142857142857144,Male,3.8,0.9,2.0,Yes,79.9,6.2,Fair,1,,Good,10,No,0.7249322493224932,"(20, 25]"
283,S1283,0.8571428571428572,Male,1.6,3.3,3.5,Yes,73.0,8.1,Good,6,High School,Good,1,No,0.2831978319783199,"(20, 25]"
284,S1284,0.1428571428571428,Male,4.1,1.9,2.6,No,100.0,7.9,Fair,6,Bachelor,Good,8,No,0.8902439024390245,"(15, 20]"
285,S1285,0.2857142857142856,Female,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,,Poor,6,Yes,0.4661246612466125,"(15, 20]"
286,S1286,0.0,Female,2.7,2.9,1.7,No,82.8,6.4,Fair,4,Master,Average,1,No,0.2764227642276424,"(15, 20]"
287,S1287,0.5714285714285716,Male,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,0.7859078590785908,"(20, 25]"
288,S1288,0.0,Male,5.4,1.6,1.4,No,100.0,7.1,Fair,3,High School,Average,5,No,0.9390243902439024,"(15, 20]"
289,S1289,1.0,Female,3.5,1.7,1.3,No,74.3,6.1,Good,1,High School,Good,7,Yes,0.6409214092140922,"(20, 25]"
290,S1290,0.0,Male,4.0,1.4,1.3,No,80.7,4.8,Fair,2,,Poor,8,No,0.6734417344173442,"(15, 20]"
291,S1291,0.2857142857142856,Female,6.1,1.5,0.4,No,89.2,7.0,Poor,1,Bachelor,Average,9,No,1.0,"(15, 20]"
292,S1292,0.0,Female,3.9,2.4,1.7,Yes,91.0,7.5,Good,4,Master,Average,6,Yes,0.6504065040650406,"(15, 20]"
293,S1293,0.1428571428571428,Female,7.4,1.6,1.2,No,94.6,5.7,Fair,5,Bachelor,Good,10,Yes,1.0,"(15, 20]"
294,S1294,0.1428571428571428,Male,4.3,3.3,0.0,No,100.0,6.8,Fair,6,High School,Average,9,No,0.9308943089430894,"(15, 20]"
295,S1295,0.4285714285714284,Female,0.9,4.3,4.1,No,90.1,6.1,Good,6,High School,Average,4,No,0.018970189701897067,"(15, 20]"
296,S1296,0.7142857142857144,Female,4.6,1.8,3.0,No,74.4,6.3,Fair,6,High School,Average,8,No,0.8130081300813008,"(20, 25]"
297,S1297,0.8571428571428572,Female,4.1,2.8,1.4,No,82.4,3.5,Good,2,Master,Average,3,No,0.459349593495935,"(20, 25]"
298,S1298,0.5714285714285716,Female,5.4,3.1,1.8,No,88.1,6.2,Poor,3,High School,Average,4,Yes,0.8821138211382114,"(20, 25]"
299,S1299,1.0,Female,4.5,3.1,0.5,No,100.0,7.7,Fair,3,Bachelor,Average,10,No,0.915989159891599,"(20, 25]"
300,S1300,0.0,Female,3.3,2.6,3.7,No,71.0,5.7,Poor,6,High School,Good,4,Yes,0.4796747967479676,"(15, 20]"
301,S1301,0.0,Male,1.7,3.4,3.9,Yes,97.0,6.6,Good,3,High School,Average,6,No,0.21002710027100274,"(15, 20]"
302,S1302,0.2857142857142856,Female,3.2,3.1,2.0,No,86.8,5.6,Fair,5,High School,Poor,9,No,0.6544715447154472,"(15, 20]"
303,S1303,0.7142857142857144,Female,2.2,1.0,2.9,No,93.4,6.9,Good,6,,Good,6,No,0.5081300813008132,"(20, 25]"
304,S1304,0.1428571428571428,Male,2.6,3.5,2.0,No,84.0,6.2,Good,0,Bachelor,Average,1,No,0.18157181571815723,"(15, 20]"
305,S1305,0.5714285714285716,Female,4.4,3.6,0.3,No,76.6,5.4,Fair,2,High School,Good,5,Yes,0.8306233062330624,"(20, 25]"
306,S1306,0.4285714285714284,Female,6.0,1.6,1.3,No,92.5,8.1,Fair,5,Bachelor,Average,9,No,1.0,"(15, 20]"
307,S1307,0.1428571428571428,Female,4.1,2.5,1.9,Yes,91.5,7.6,Fair,2,,Good,5,No,0.6666666666666667,"(15, 20]"
308,S1308,1.0,Male,1.7,3.3,1.3,No,94.7,5.8,Fair,6,Master,Good,6,Yes,0.478319783197832,"(20, 25]"
309,S1309,0.7142857142857144,Male,4.2,2.2,1.6,No,84.9,7.1,Fair,5,High School,Good,3,Yes,0.6382113821138211,"(20, 25]"
310,S1310,1.0,Other,5.3,3.8,1.7,No,79.0,7.1,Good,6,Master,Average,8,No,0.9498644986449865,"(20, 25]"
311,S1311,0.8571428571428572,Female,2.6,5.3,1.7,Yes,69.4,7.3,Good,5,Bachelor,Average,10,No,0.5528455284552847,"(20, 25]"
312,S1312,0.4285714285714284,Male,3.3,1.6,1.9,No,93.2,4.5,Good,6,Master,Average,4,No,0.5948509485094851,"(15, 20]"
313,S1313,0.8571428571428572,Female,3.5,0.8,0.6,No,89.2,7.7,Good,0,High School,Good,4,No,0.7859078590785908,"(20, 25]"
314,S1314,0.2857142857142856,Female,2.3,2.9,1.0,No,75.3,5.8,Good,2,Bachelor,Good,5,Yes,0.3075880758807588,"(15, 20]"
315,S1315,1.0,Female,4.5,3.4,0.4,No,79.6,6.1,Fair,5,High School,Poor,10,No,0.9837398373983739,"(20, 25]"
316,S1316,0.2857142857142856,Female,3.3,2.2,2.9,Yes,80.3,9.7,Good,0,High School,Poor,9,No,0.6761517615176151,"(15, 20]"
317,S1317,0.0,Male,4.1,4.2,0.0,No,70.2,6.9,Good,1,High School,Average,8,Yes,0.7344173441734418,"(15, 20]"
318,S1318,0.8571428571428572,Male,2.2,0.9,3.1,No,76.8,6.0,Fair,6,High School,Poor,7,No,0.513550135501355,"(20, 25]"
319,S1319,0.7142857142857144,Male,2.8,3.3,3.3,No,73.7,3.9,Good,4,Master,Average,5,Yes,0.4498644986449865,"(20, 25]"
320,S1320,1.0,Female,4.6,1.8,1.5,No,80.9,8.2,Fair,5,,Poor,9,Yes,0.921409214092141,"(20, 25]"
321,S1321,0.5714285714285716,Male,2.9,4.6,0.0,Yes,77.6,4.9,Good,3,Bachelor,Good,9,Yes,0.5636856368563685,"(20, 25]"
322,S1322,0.4285714285714284,Male,6.1,4.9,1.4,No,68.7,5.3,Good,0,Bachelor,Good,10,No,0.9471544715447153,"(15, 20]"
323,S1323,0.1428571428571428,Male,2.9,1.6,1.7,No,100.0,6.1,Good,0,Bachelor,Good,10,No,0.5962059620596207,"(15, 20]"
324,S1324,0.7142857142857144,Female,3.8,1.8,0.7,No,97.5,8.2,Fair,5,Bachelor,Average,2,No,0.7859078590785908,"(20, 25]"
325,S1325,0.7142857142857144,Female,4.9,3.5,1.2,No,77.2,7.4,Good,0,High School,Good,4,No,0.6666666666666667,"(20, 25]"
326,S1326,0.2857142857142856,Male,1.4,2.0,3.5,No,87.7,6.3,Fair,1,Bachelor,Good,8,No,0.21002710027100274,"(15, 20]"
328,S1328,1.0,Female,1.2,2.5,0.8,Yes,96.9,5.8,Good,4,Master,Good,5,No,0.3265582655826558,"(20, 25]"
329,S1329,1.0,Male,5.4,0.2,0.0,No,76.8,6.7,Fair,4,Bachelor,Average,8,No,1.0,"(20, 25]"
330,S1330,0.0,Male,2.7,2.5,1.4,No,95.9,6.6,Good,6,Master,Average,2,No,0.35230352303523044,"(15, 20]"
331,S1331,0.0,Male,7.3,1.7,1.6,No,79.5,7.7,Fair,6,,Average,2,Yes,1.0,"(15, 20]"
332,S1332,0.4285714285714284,Male,2.7,1.9,2.3,No,71.6,7.7,Fair,3,High School,Poor,8,No,0.6097560975609757,"(15, 20]"
333,S1333,0.2857142857142856,Male,3.8,4.2,1.2,No,92.2,7.1,Good,1,High School,Good,10,No,0.6246612466124661,"(15, 20]"
334,S1334,0.7142857142857144,Female,5.8,1.0,2.4,No,97.9,6.1,Fair,4,,Average,9,No,1.0,"(20, 25]"
335,S1335,1.0,Male,6.5,3.5,3.9,No,100.0,7.4,Poor,5,High School,Average,7,Yes,1.0,"(20, 25]"
336,S1336,0.5714285714285716,Female,6.6,2.2,2.7,No,73.0,6.4,Good,2,Bachelor,Poor,8,Yes,1.0,"(20, 25]"
337,S1337,0.2857142857142856,Male,5.3,2.2,1.7,No,92.0,5.2,Fair,2,High School,Good,5,No,0.9065040650406504,"(15, 20]"
338,S1338,0.4285714285714284,Female,5.0,3.4,1.6,Yes,80.9,6.0,Good,2,Bachelor,Average,1,Yes,0.5623306233062331,"(15, 20]"
339,S1339,0.4285714285714284,Female,4.4,2.9,1.4,No,92.8,6.6,Fair,6,Master,Good,4,Yes,0.7005420054200544,"(15, 20]"
340,S1340,0.2857142857142856,Male,4.7,3.2,3.1,Yes,70.3,7.6,Fair,5,Bachelor,Good,2,No,0.7330623306233062,"(15, 20]"
341,S1341,0.4285714285714284,Female,2.7,3.7,1.1,No,72.4,6.3,Fair,0,High School,Average,3,No,0.24525745257452575,"(15, 20]"
342,S1342,0.2857142857142856,Male,2.3,2.1,1.8,No,77.2,5.0,Fair,5,High School,Average,3,No,0.386178861788618,"(15, 20]"
343,S1343,0.1428571428571428,Other,3.5,1.8,1.9,No,85.8,6.6,Fair,0,High School,Good,9,No,0.7967479674796749,"(15, 20]"
344,S1344,0.2857142857142856,Male,3.2,1.2,1.2,No,78.6,6.6,Fair,2,High School,Poor,10,Yes,0.7520325203252034,"(15, 20]"
345,S1345,0.8571428571428572,Male,2.8,1.5,0.3,No,91.6,6.7,Fair,3,Bachelor,Poor,4,No,0.6151761517615175,"(20, 25]"
346,S1346,0.2857142857142856,Male,4.5,6.0,2.2,Yes,95.3,7.6,Poor,3,High School,Good,2,Yes,0.6436314363143631,"(15, 20]"
347,S1347,0.4285714285714284,Other,4.9,4.0,1.7,No,91.0,7.7,Fair,0,Master,Average,3,No,0.6883468834688347,"(15, 20]"
348,S1348,1.0,Female,3.6,0.9,2.4,No,100.0,5.8,Poor,2,Bachelor,Average,3,No,0.6246612466124661,"(20, 25]"
349,S1349,0.8571428571428572,Female,5.7,0.9,1.2,No,89.2,5.8,Poor,5,Bachelor,Average,7,No,1.0,"(20, 25]"
350,S1350,0.4285714285714284,Male,1.8,3.1,3.1,No,72.8,5.3,Good,3,High School,Average,8,No,0.3766937669376695,"(15, 20]"
351,S1351,0.0,Female,3.2,3.2,0.8,No,98.6,7.3,Good,0,High School,Good,6,No,0.5989159891598916,"(15, 20]"
352,S1352,0.0,Male,2.4,3.2,3.7,No,78.9,8.2,Good,5,Bachelor,Good,4,Yes,0.2818428184281843,"(15, 20]"
353,S1353,1.0,Female,0.7,2.2,0.0,No,94.1,6.1,Fair,2,High School,Good,6,No,0.3048780487804879,"(20, 25]"
354,S1354,1.0,Male,3.4,2.3,2.3,No,100.0,6.2,Good,1,High School,Good,1,No,0.28997289972899737,"(20, 25]"
355,S1355,0.8571428571428572,Male,3.3,2.9,2.3,Yes,89.6,8.3,Good,2,High School,Average,10,No,0.7439024390243902,"(20, 25]"
356,S1356,0.1428571428571428,Male,5.8,2.6,0.9,Yes,70.0,7.1,Good,6,High School,Average,8,No,1.0,"(15, 20]"
357,S1357,1.0,Male,4.4,0.0,2.3,No,75.8,7.0,Fair,2,Bachelor,Average,1,No,0.7547425474254743,"(20, 25]"
358,S1358,0.0,Female,2.0,2.2,3.2,No,98.2,5.1,Good,5,High School,Average,5,No,0.4078590785907859,"(15, 20]"
359,S1359,0.2857142857142856,Male,6.3,1.5,0.0,No,83.3,7.3,Good,5,Bachelor,Good,2,Yes,1.0,"(15, 20]"
360,S1360,0.4285714285714284,Female,5.3,2.7,2.4,Yes,85.8,5.4,Good,4,High School,Good,6,No,0.7425474254742548,"(15, 20]"
361,S1361,0.0,Male,4.4,6.1,0.0,No,92.6,5.1,Poor,4,Bachelor,Average,9,Yes,0.7953929539295395,"(15, 20]"
362,S1362,0.0,Female,3.2,2.9,0.7,No,92.0,6.1,Fair,5,Master,Poor,5,No,0.5650406504065042,"(15, 20]"
363,S1363,0.1428571428571428,Male,2.1,2.1,3.6,No,87.8,5.8,Fair,5,Master,Poor,4,No,0.41598915989159896,"(15, 20]"
364,S1364,0.8571428571428572,Male,2.9,3.6,1.2,No,82.9,6.2,Fair,1,High School,Average,2,No,0.2669376693766938,"(20, 25]"
365,S1365,0.8571428571428572,Female,5.1,3.1,0.5,Yes,81.9,4.8,Good,1,,Poor,3,No,0.6747967479674797,"(20, 25]"
366,S1366,0.7142857142857144,Male,6.3,3.0,1.6,No,93.6,7.7,Poor,2,High School,Average,6,Yes,0.929539295392954,"(20, 25]"
367,S1367,0.1428571428571428,Male,5.8,3.2,4.1,No,90.5,7.9,Poor,6,Bachelor,Good,8,No,0.9905149051490514,"(15, 20]"
368,S1368,0.2857142857142856,Female,2.8,5.0,0.0,Yes,82.4,4.2,Fair,3,Bachelor,Good,8,No,0.6070460704607046,"(15, 20]"
369,S1369,0.8571428571428572,Female,1.8,1.1,0.6,Yes,95.8,7.7,Poor,6,Bachelor,Average,5,No,0.6056910569105693,"(20, 25]"
370,S1370,0.4285714285714284,Male,3.7,3.1,3.4,Yes,83.7,5.5,Fair,1,High School,Average,5,Yes,0.45528455284552843,"(15, 20]"
371,S1371,1.0,Male,0.8,1.4,3.8,Yes,76.5,7.5,Good,2,Bachelor,Average,10,No,0.1327913279132792,"(20, 25]"
372,S1372,0.1428571428571428,Female,4.0,3.2,1.7,No,77.4,6.4,Fair,6,High School,Good,3,No,0.5718157181571817,"(15, 20]"
373,S1373,1.0,Male,3.3,1.4,0.4,No,75.2,6.5,Poor,0,Bachelor,Good,7,Yes,0.6327913279132793,"(20, 25]"
374,S1374,0.0,Male,2.8,2.0,4.1,Yes,82.3,6.3,Fair,4,High School,Good,6,No,0.421409214092141,"(15, 20]"
